track_name,artist,album,track_id
Me or Sum (feat. Future & Lil Baby),Nardo Wick,Who is Nardo Wick?,2HHLfzE7PkljuqyYU4vwmh
Three Zero Zero,Chief Keef,The Leek (Vol. 2),16q6pfxmlUHGC8oLLRfWLM
I Serve the Base,Future,DS2 (Deluxe),1Rq4GtIucW9CAcF8B6PAbW
25k jacket (feat. Lil Baby),Gunna,DS4EVER,6tsVFchreYTt2OPXSOoFCX
Say Less (feat. Lil Durk & A Boogie Wit da Hoodie),Swizz Beatz,Hip Hop 50: Vol. 2,6D4n6TkbC3Dce3c03FzrDM
Hot Boy (feat. Lil Baby),Nardo Wick,Hot Boy (feat. Lil Baby),31yydnZnSeCwkRPY7tlgQJ
Do Some,SCY Jimm,Trench Baby,7MoxG8pyHBv4BpqVq6H0yh
MASSAGING ME,Future,I NEVER LIKED YOU,2tzgSUZOUKopYbRqQOVT8X
BLINDFOLD (feat. Lil Baby),Gunna,WUNNA,02mYw61RoS1vXvkD9Q5dpN
Making a Mess (feat. BIG30 & Veeze),Pooh Shiesty,Shiesty Season,7jNQveQrPimBt9aiq34jSI
Slider,YoungBoy Never Broke Again,Richest Opp,27BNM6DUOhLfKKv1yecgLd
PUFFIN ON ZOOTIEZ,Future,I NEVER LIKED YOU,1qMMYpVatbRITKCfq1gasi
Hard To Choose One,Future,High Off Life,66z5CuZkqkb18VhFTRwbZk
Wicked,Future,EVOL,6BbINUfGabVyiNFJpQXn3x
Low Life (feat. The Weeknd),Future,EVOL,7EiZI6JVHllARrX9PUvAdX
The Percocet & Stripper Joint,Future,DS2 (Deluxe),1yCVsVH2hQ72SxNI8QTDaB
Computer Murderers,Lil Durk,7220 (Reloaded),4N9YvASsNimNYJmSAVHA9f
back to the moon,Gunna,a Gift & a Curse,3OGCNLxpBmTYRxPZg2yDE5
fukumean,Gunna,a Gift & a Curse,4rXLjWdF2ZZpXCVTfWcshS
p angels,Gunna,a Gift & a Curse,2k2Z7yadTBdOM8oObjzslj
ca$h $hit,Gunna,a Gift & a Curse,48rsYvIQXUAtxcmIoStOaM
turned your back,Gunna,a Gift & a Curse,7Aq3pnhSzI8FnHt7T6TPsX
My Collection!,Autumn!,##B4GC2 ##B4GC2,79xq0nXotfafUdjOxxPNOT
Prada Tune,LUCKI,Almost There,23slkWAmlcxi3XcSwC9RLZ
VETERAN (feat. Ken Carson),Destroy Lonely,NO STYLIST,6nB8lELQBAmRXeNQivxBJ4
Freestyle 3,Ken Carson,XTENDED,3ZuKr1NfTecyfGuYwuXb7c
In The Air,Destroy Lonely,In The Air,2eJBpNlTTPatjec4SDQvuo
Next Level,BabyTron,Bin Reaper 2,1GFbeXpTjA15luhEK8FJPz
NOSTYLIST,Destroy Lonely,NO STYLIST,0MXemkrh7WpAfiafcGQwZO
Just How It Is,Young Thug,So Much Fun,5KYhIFNTp4VQUqlsbLWTTu
Chill Bae,Lil Uzi Vert,Eternal Atake 2,4ppKM7xnkSAwSyKqD4QTY4
God's Child!,Autumn!,"Golden Child, Chapter 3",6ao7HhKF093BsRHxSlWama
No New Friends!,Autumn!,Not Much Left,11LaczUWbn1vnMZiZZCVXP
You > Them (Hate It!),Autumn!,"Golden Child, Chapter 3",1YNfPjoABo2Z71r894Fi7o
Emotionless,Drake,Scorpion,5Psnhdkyanjpgc2P8A5TSM
Dead Locs,Blueface,Famous Cryp,5hDJ86JVWHe7hK0jChYGj1
"Quarterback (feat. Quavo, Offset & PeeWee Longway)",Young Thug,Slime Season,2mpJGKIOpDz4KG9p9feCmM
New York,LUCKI,s*x m*ney dr*gs,1WLJf9sn8cYMLhmzzx5vqG
Super Ski,LUCKI,s*x m*ney dr*gs,24LpOmaBI9lWV2X0RKoHQN
Leave Her,LUCKI,Leave Her,0MZGwYb5mTATbmoi671wEg
T-Shirt,Migos,Culture,1rkfJLgTlB6XYNjgZ0sVaK
2 Million Up,Peezy,ONLY BUILT 4 DIAMOND LINKS,5JS1gz9zP4GTy0LZYvSeUK
Jimmy Cooks (feat. 21 Savage),Drake,"Honestly, Nevermind",3F5CgOj3wFlRv51JsHbxhe
Riot,XXXTENTACION,Riot,4aOOExMBUyxKnEYb39SrTg
STREET SWEEPER (feat. Future),Gunna,WUNNA (Deluxe),3pjzb1lnMOJbWbghMGSp23
More M’s,Drake,Her Loss,29YW2xXlo6Pc6M0SBTCXYN
30 Boppa,EST Gee,I Still Dont Feel Nun,3JF5uKi0M1RPLnji4QAQMO
Metro Spider (with Young Thug),Metro Boomin,HEROES & VILLAINS,2VtgzixdB967bHDNu5A1nh
Impala,Young Nudy,EA Monster,7EgThh6AbBM6nWs4XOPx2T
Get Lucki,Veeze,Ganger (Deluxe Edition),2Lesv91L9paVZjIPpu0jx6
The Shoe Fits,Drake,For All The Dogs Scary Hours Edition,2Mph2Rvl5kVg0MYtfV60wZ
Fighting My Demons,Ken Carson,A Great Chaos,2c7sRekhMGlj7u1WIIzoQu
Overdose,YoungBoy Never Broke Again,Until Death Call My Name (Reloaded),3A1BaBGT3HgzuDrV9pgX9v
Almost Back,LUCKI,Almost Back,176LvsOHbOXcgJgBBZ8wgs
SPECIAL ED,Baby Kia,HELL CAN'T SAVE YOU,0ujEOSqVOztN3157hmnDhE
Fuk Tha Clout (feat. Yeat),Kankan,Rr,2u8p7hcPih3EhieDLnsnUH
Bat Man,YoungBoy Never Broke Again,"Still Flexin, Still Steppin",6fEdWrEYspdneQMNIT33I4
My Collection,Future,HNDRXX,0526DaOuV7mRlPKxhMSJKw
911,Roddy Ricch,911,4A3IuipnqFLJN9zDOTDSx8
Bad Bad Bad (feat. Lil Baby),Young Thug,So Much Fun,1GeNui6m825V8jP4uKiIaH
THE SCOTTS,THE SCOTTS,THE SCOTTS,39Yp9wwQiSRIDOvrVg7mbk
INCARCERATION,Baby Kia,HELL CAN'T SAVE YOU,0XRtWqYReQtg3X0YDxoLNX
Survival Tactics,Joey Bada$$,1999,4pNT8XTKWb2vhcsqwzdXCT
Sprinter,Dave,Sprinter,2FDTHlrBguDzQkp7PVj16Q
For Real,VonOff1700,#FreeMyHoodFuckYoHood,3iqEJhUSWsyAtRb3xkFbD9
Flame Out,VonOff1700,#FreeMyHoodFuckYoHood,5R53Liok6o7RYyIPKRM9CJ
Extinct,REASON,New Beginnings,70hDklZStSazrExPjHJPfR
Ron Artest,Babyface Ray,Ron Artest,4Wlz0HsHZlJy0NDK2h6jq6
Cruise,Peezy,ONLY BUILT 4 DIAMOND LINKS,74Y24MgenLxhGYDpp49xfa
8am in Charlotte,Drake,For All The Dogs,0w3Mfe4PIVjuFjJbe3OlYv
Fit Check (feat. VonOff1700),ian,Fit Check (feat. VonOff1700),5SDhxMtn5Gd87eeMg4gI1H
3.5,ian,Goodbye Horses,6YvCWIlMBJgQEm6i0POVbZ
Blue Devils (feat. DaBaby) - Remix,Trap Dickey,Blue Devils (Remix),29a9AZPAMPSifXvDnk4h3b
Can't Hold Me Down,Doodles,Can't Hold Me Down,59UWPiUEQPd0jVVzikHyoV
Sum Frm Flint,601drxco,Sum Frm Flint,6DCDEr1OQK9jW5g68GyOvE
The Viper,BabyChiefDoit,ANIMALS ONLY (ICE COLD),7GxuxrzpZyCtV9Ha3unC2a
Hot (feat. Gunna),Young Thug,So Much Fun,5Z8HZM6iQMhhqyPcCGY5g9
Go Stupid,Polo G,THE GOAT,4PklAHGXT5ityno3IA8SKd
War,Chief Keef,The Leek (Vol. 1),2xnXIv68ECjDeDpaZloULO
You Only Live Twice (with Lil Wayne & Rick Ross),Drake,Certified Lover Boy,50ceCGZ3oD3U5caQV5bP6f
EA (feat. 21 Savage),Young Nudy,SlimeBall 2,68MTDH8Kk4jBEV1ah0n89s
"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",4yNoUQkYf1QF8iYlEzNynH
Faneto,Chief Keef,Faneto,77mIZsgQxWaU5SCWh9S7ev
Members Only (feat. 42 Dugg),EST Gee,I Still Dont Feel Nun,3pygdjgdMt04N8R6Mar0wF
Wants and Needs (feat. Lil Baby),Drake,Scary Hours 2,65OVbaJR5O1RmwOQx0875b
Should've Ducked (feat. Pooh Shiesty),Lil Durk,The Voice (Deluxe),1tEskhLQFPHfBqDaBgtkyO
Knife Talk (with 21 Savage ft. Project Pat),Drake,Certified Lover Boy,2BcMwX1MPV6ZHP4tUT9uq6
U-Digg (feat. 42 Dugg & Veeze),Lil Baby,U-Digg (feat. 42 Dugg & Veeze),0b7UwotRCrS7qBoLDjfvSY
Cash In Cash Out,Pharrell Williams,Cash In Cash Out,3S68RFe1lsdCdTMPIMJM3X
Big tonka (feat. Lil Uzi Vert),Yeat,2 Alivë (Geëk Pack),2aCj4aX6TXFFUn5zTFRH4w
No Auto Durk (feat. Lil Durk),Only The Family,"Lil Durk Presents: Only the Family Involved, Vol. 2",4VcPtoOpK3oBMDZJ9Ptp9f
m y . l i f e (with 21 Savage & Morray),J. Cole,The Off-Season,1D3z6HTiQsNmZxjl7F7eoG
Heatin Up (feat. Gunna),Lil Baby,My Turn (Deluxe),2Fm8QdRzWXWjscoOqXvffN
Pop Out (feat. Nardo Wick),Lil Baby,It's Only Me,0VOMBffX1llDu37yQUt3u3
Crack Sandwich,JID,The Forever Story (Extended Version),65dO13qYabE4LDdQmjU4p6
I Hate YoungBoy,YoungBoy Never Broke Again,I Hate YoungBoy,3itijJswMR7p7RbfqlYf1Z
No Switch,YoungBoy Never Broke Again,Colors,54COqDgfYUv07Kytm2Ndof
FREEDDAWG,YoungBoy Never Broke Again,FREEDDAWG,1GeFOFZjBs91Dl9vXQSNOR
Baby Wyd? (feat. Lakeyah),Nardo Wick,Who is Nardo Wick?,080BnzVFYXgNR6f4jtyzkP
Mannequin Challenge (feat. Juice WRLD),Young Thug,So Much Fun,5TnLXSd4h6G06Fbt2ApOpa
Lick Back,EST Gee,Bigger Than Life Or Death,6P5ulGKtC4x6RnFbzfpq8O
Swing Ya Pole,Summrs,FALLEN RAVEN,7fOBp3Fs248pfOEMZAIeRo
Rumors (feat. Lil Durk),Gucci Mane,Rumors (feat. Lil Durk),0P2P1AxcRYhiZvoF5MyRmM
Fresh Prince Of Utah,YoungBoy Never Broke Again,Realer 2,6iMWB9q0CylvnKEFr5xsLh
Colors,Chief Keef,Colors,0OEe7UxAcveb0LLqPM1K4e
Waddup (feat. Polo G),PGF Nuk,Waddup (feat. Polo G),5teSgJfTCFK0ngDASJb99U
Did Shit To Me (feat. Doodie Lo),Lil Durk,Did Shit To Me (feat. Doodie Lo),68hn4O7tjgp4ITx5dSpuNL
Talk,Yeat,Talk,0ypjMI7vHiDP4sLB1C0Qna
Red Opps,21 Savage,Red Opps,3cqZH3cqvfbV8wVbvHyPbG
Sosa Chamberlain,Chief Keef,Sorry 4 the Weight (Deluxe Edition),6HHURwSzakpix5YMVt3mrW
goosebumps,Travis Scott,Birds In The Trap Sing McKnight,6gBFPUFcJLzWGx4lenP6h2
Walk It Talk It,Migos,Culture II,6n4U3TlzUGhdSFbUUhTvLP
Legendary,Rio Da Yung Og,2 Faced,2otVC3BB5KkJNNySWdsDlj
Drank,Bay Swag,Drank,1ssylCrMLzIlvMfvPGSPF6
Shit Show (feat. Veeze & Lil Yachty),Kodak Black,Gift For The Streets,7Hz5ctf4toOdrv5jjJ1zHM
TG Run It,VonOff1700,TG Run It,0rTLo4hfLTni46xJIypCXw
Antidote,Migos,No Label II,13Vs4lw2XisMw76z5ZV5Za
Armed And Dangerous,Juice WRLD,Goodbye & Good Riddance,5wujBwqG7INdStqGd4tRMX
"Dum, Dumb, and Dumber (with Young Thug & Future)",Lil Baby,"Dum, Dumb, and Dumber (with Young Thug & Future)",5GZ0currErGJhl0G0yxgRg
Turks & Caicos (feat. 21 Savage),Rod Wave,Nostalgia,3kfhS2L56Wj8fBcu7xE47H
Yale,Ken Carson,Teen X,0HTIrbUwwFn984RzVZm5Fk
Best Part (feat. H.E.R.),Daniel Caesar,Freudian,1Q7EgiMOuwDcB0PJC6AzON
Do U Wrong,Leven Kali,We're Here We're Queer,0337XWOinn5xtK7llGXtUH
Loving You,Nick Nery,Phoenix (EP),4UuclJGtVwuqUVrzrD3ERL
Loki,tyler coolidge,Loki,3X6w7muwR30FqdnPBlt2wy
Planet God Damn (feat. Njomza),Mac Miller,The Divine Feminine,7bd0BC9RNR6GxJsM3pRwBw
Demon,Lil Wayne,Tha Carter V,1kaxyXcAi5ZHF3Q94QXsHK
Thanksgiving,Cordae,The Lost Boy,77GoToROOVIQZidN1naoOF
Been Around,Cordae,The Lost Boy,5V5MUoJUc1NINhZrmk063n
out for the night,21 Savage,i am > i was,0ZKKJTv21zJpNrKiL0LYyV
Madiba Riddim,Drake,More Life,76gUmNLXGQVOsGhfcshkFP
Outta Time (feat. Drake),Bryson Tiller,A N N I V E R S A R Y,4SCnCPOUOUXUmCX2uHb3r7
December,IDK,Is He Real?,2XTyx7Txuj6dZ1lLYLj3Wc
Mrs. Whoever,Saba,Mrs. Whoever / Something in the Water,38PCpNNE5covoh1X06upVZ
COFFEE BEAN,Travis Scott,ASTROWORLD,6vnfObZ4Ys70SBAtti1xZ9
Love Is Only a Feeling,Joey Bada$$,Love Is Only a Feeling,7umZiitjVsEjMQ6HNddpUI
Boredom (feat. Rex Orange County & Anna of the North),"Tyler, The Creator",Flower Boy,5WNYg3usc6H8N3MBEp4zVk
911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),"Tyler, The Creator",Flower Boy,4bEcoz1OcfMgUbp2ft8ieQ
Thirsty,PARTYNEXTDOOR,PARTYNEXTDOOR TWO,2TPmjAg6ua4womsSaiNpdk
Spiteful,PARTYNEXTDOOR,PARTYNEXTDOOR 3 (P3),7KDA5UuMXJknKT68fCNdo0
Clouded,Brent Faiyaz,Fuck The World,2J6OF7CkpdQGSfm1wdclqn
Work,Rihanna,ANTI (Deluxe),72TFWvU3wUYdUuxejTTIzt
Signs,Drake,Signs,6Na5uKk5SsqZimk0hAWo8y
Medicine,Queen Naija,Medicine,4lFfMRH0YH4pW5gczTDbNC
CAN'T GET OVER YOU (feat. Clams Casino),Joji,BALLADS 1,4nNkJfikVQKYXBhen1sT08
Feels Like Summer,Childish Gambino,Summer Pack,7p4vHnYXkxlzvfePJVpcTr
Fake Love,Drake,More Life,343YBumqHu19cGoGARUTsd
3005,Childish Gambino,Because the Internet,2X6b7zLdIxCejd6GqVcQ9M
Crooked Smile (feat. TLC),J. Cole,Born Sinner (Deluxe Version),5gFoAVTN9YlM9uJCrFZtgl
Sober,Childish Gambino,Kauai,2VrkwoZrSpGG9I865zqZQi
ASTROTHUNDER,Travis Scott,ASTROWORLD,4MXhiYIRDMGAuvZc5IFTwC
Love All (with JAY-Z),Drake,Certified Lover Boy,4VCbgIdr8ptegWeJpqLVHH
Pipe Down,Drake,Certified Lover Boy,11pEKMLmavDu8fxOB5QjbQ
Race My Mind,Drake,Certified Lover Boy,2Q3jFbyE61mCjS3SkW4toJ
Fountains (with Tems),Drake,Certified Lover Boy,08XWh5c0BMyD1nKVxxl91z
BEST INTEREST,"Tyler, The Creator",BEST INTEREST,3jHdKaLCkuNEkWcLVmQPCX
Self Righteous,Bryson Tiller,T R A P S O U L (Deluxe),4w9dTbEcJx8uBTxGvUYC0h
Japanese Denim,Daniel Caesar,Get You - Single,7IVukH71OXfAu3KudrrizN
C U Girl,Steve Lacy,C U Girl,6FBzhcfgGacfXF3AmtfEaX
Controlla,Drake,Views,3O8NlPh2LByMU9lSRSHedm
Come Back to Earth,Mac Miller,Swimming,01z2fBGB8Hl3Jd3zXe4IXR
January 28th,J. Cole,2014 Forest Hills Drive,6LBpGdlukUARutol7VgWIS
Apparently,J. Cole,2014 Forest Hills Drive,5O59s7bCgTFsXDXlWecyQ1
All Falls Down,Kanye West,The College Dropout,5SkRLpaGtvYPhw02vZhQQ9
Devil In A New Dress,Kanye West,My Beautiful Dark Twisted Fantasy,1UGD3lW3tDmgZfAVDh6w7r
What Am I?,Mahalia,LOVE AND COMPROMISE,0iRzyrcxtxIThC9cBoMl3N
Touch The Sky,Kanye West,Late Registration,2dxjKgT0li4qBI3QwuN9Ih
You Can't Save Me,SiR,Chasing Summer,1OykBmq3vmMSEOQShNIBLv
Flashing Lights,Kanye West,Graduation,4lS5zzdpzIGvgXtw9tVRW9
Soundgasm,Rema,Rave & Roses,2psl5iNJCrmmm2XtS7LZqb
Gonna Love Me,Teyana Taylor,K.T.S.E.,3nXrCAE44KlevAkQB2XWcN
Calling On You,Jon B.,Pleasures U Like,7wYhcfgPUyML3FKfLwvBwk
"Sun, Moon & Herbs",Venna,VENOLOGY,6pHo3k15lbYuljy5GyZsV2
Wesley's Theory,Kendrick Lamar,To Pimp A Butterfly,7Ks4VCY1wFebnOdJrM13t6
Champion,Kanye West,Graduation,4UQMOPSUVJVicIQzjAcRRZ
Too Good,Drake,Views,3BtuIIrQlkujKPuWF2B85z
LOYALTY.,Kendrick Lamar,Hip Hop Love Songs,0W6mdiWOyh9w6mfW7rxXHj
Wicked Games,Kiana Ledé,Selfless,0TYhf0MgEj4YJaKwo5c4Km
Uuknowthascience,TYuS,Synergy,2DbASyYzl1SxmjLtRoXZHW
The Heart Part 5,Kendrick Lamar,Mr. Morale & The Big Steppers,5qbhVL3vB7HwWvb0042B7y
Banking On Me,Gunna,Banking On Me,7Fege3yv4dvehB3NdRBGwI
Good Life,Kanye West,Graduation,4ZPdLEztrlZqbJkgHNw54L
SATISFACTION,SiR,HEAVY,0HMMmXVEAoQyS3BbjKi6tF
Mercury,Steve Lacy,Gemini Rights,6uVZddXkgQIArp8myEHs4x
Texts Go Green,Drake,"Honestly, Nevermind",4FIgHqXd4KkOwxrGeLDYM2
Head High,Joey Bada$$,2000,6Nit8zUQiZ53JfkLgoID6h
Summer Knights,Joey Bada$$,1999,2NDXdxZjbm5EbbEEDSKXQV
Pennyroyal,Joey Bada$$,1999,2miKV8OiAhmZPjhCzgRnvw
This Ain't Love,GIVĒON,TAKE TIME,5Y7dUgG3vyx3541JagbWvv
Me,Summer Walker,Over It,7pQAGG3OhXuYZrEh8nUCbi
Amber,Steve Lacy,Gemini Rights,5Z4EEIaSzeRmYze3W47S1k
Give You the World,Steve Lacy,Gemini Rights,0J119Oas2ox6JTTHUGZxHN
Timeless Interlude Pt. II,Bryson Tiller,A N N I V E R S A R Y (Deluxe),62D6Bjz4IgTKDJRLPD3gJY
Believe What I Say,Kanye West,Donda,0JuSGEldfovcc8IS9va1wa
Friends Become Strangers,Tory Lanez,DAYSTAR,1EOc4ZIIpQfJyraqEHAm9j
Bound 2,Kanye West,Yeezus,3sNVsP50132BTNlImLx70i
Let Me Go,GIVĒON,Give Or Take,52wlhIULOeaxZpzuTYrVlt
Set Him Up (feat. Ari Lennox),Queen Naija,Set Him Up (feat. Ari Lennox),0FhfNle9FovXRL03awCJbe
Loft Music,The Weeknd,House Of Balloons (Original),2yBz1hupoOBncorzuKcJ2z
Land Of The Snakes,J. Cole,Born Sinner (Deluxe Version),0hW72l6tZgSY7Od2OUVDIC
a lot,21 Savage,i am > i was,2t8yVaLvJ0RenpXUIAC52d
Surrender (feat. Dr. Chill),Jhené Aiko,Chilombo,1vPw8XDPJLMmIaQGHYQ7Pp
Nights,Frank Ocean,Blonde,7eqoqGkKwgOaWNNHx90uEZ
Becky,Aminé,Limbo,4PDfwhqOmkkocOHg4Rh4Mq
Let You Go,A$AP Ferg,ALWAYS STRIVE AND PROSPER,2r9ShGMVZNZ4yzIkku3Awk
Vibe,Sebastian Mikael,Vibe,2jjf2ByKVjLRNdOZmCseER
We Have Time,Sabrina Claudio,About Time,7C8VVj1kpwPwyT4aMejIXp
2hrs,tobi lou,2hrs,0dGe86ljF6Xi19IxYc7aBn
All Bad,JID,The Never Story,0G6ExlA2fcJIDGoayswUNT
What You Heard,Sonder,What You Heard,3a3dQOO19moXPeTt2PomoT
Who Can I Run To,The Jones Girls,The Jones Girls,3sFoSCg2KoaCUrOeKYMqvI
I Just Died,Amerie,All I Have,54FAYoGATQPUBbxCIclHkG
Is There More,Drake,Scorpion,1Tnw0ItH1Macok8gblnPPd
Don’t Matter To Me (with Michael Jackson),Drake,Scorpion,6G8kHiVZ1jW7vHMPVRNZU0
Final Fantasy,Drake,Scorpion,44Du2IM1bGY7dicmLfXbUs
While We're Young,Jhené Aiko,Trip,4mL59LVbKgOpEACxraGYdr
Nights Like This (feat. Ty Dolla $ign),Kehlani,While We Wait,6ZRuF2n1CQxyxxAAWsKJOy
Dangerous,Meek Mill,Hip Hop State of Mind,5B8L7H51uqlVRpmoApX8TQ
Trip,Ella Mai,Ella Mai,6CTWathupIiDs7U4InHnDA
Righteous Minds,Joey Bada$$,1999,7dFGkZbmm6cVlI28bfMaWE
CYANIDE,Daniel Caesar,CASE STUDY 01,7lmsi1pVDa3HnfeinsL89t
New Drank,LUCKI,New Drank,3icILkEkTKNPaPQ5usTbsw
Replay,Tems,If Orange Was A Place,2dFqK2ZkYB9Xc47gr3xXWl
Morning Sunrise,Weldon Irvine,The Sisters,5Fse8BFC410yZ4kpVqBCHt
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,Grateful,45XhKYRRkyeqoW3teSOkCM
Did You See,J Hus,Common Sense,6DXEZzM4wBa3EOl0NCNSvz
Tie That Binds,Drake,"Honestly, Nevermind",1XsRwo2it6QHdV2OiT6IzF
Show Me,Joey Bada$$,2000,2uuJs2nltcYFh9pkKP7bW4
Best I Ever Had,Drake,So Far Gone,3QLjDkgLh9AOEHlhQtDuhs
off the table (with The Weeknd),Ariana Grande,Positions,7E1jVNoWuemqUryI4FxsVD
Lee & Lovie (with reggie),Smino,Luv 4 Rent,403tC8spWXnKcdXdbFnayL
"Modennaminute (with Lucky Daye, Phoelix)",Smino,Luv 4 Rent,37oNzLFCyw2On6e39bN2sp
Often,The Weeknd,Beauty Behind The Madness,4PhsKqMdgMEUSstTDAmMpg
We Don't Care,Kanye West,The College Dropout,0IW0qaeyxL5Et4UG2MrJKB
Never Let Me Down,Kanye West,The College Dropout,34j4OxJxKznBs88cjSL2j9
Slow Jamz,Twista,The College Dropout,3A4cpTBPaIQdtPFb5JxtaX
You Ain't Gotta Lie (Momma Said),Kendrick Lamar,To Pimp A Butterfly,7A3ETuOrieyx9KSF0sn0Zf
Maria I'm Drunk (feat. Justin Bieber & Young Thug),Travis Scott,Rodeo,6Yqmv7XJLCrQEauMbPGZSw
Let Me Explain,Bryson Tiller,Let Me Explain,1trZGMI2CGyVT44STkpCoN
Snooze,SZA,SOS,4iZ4pt7kvcaH6Yo8UoZ4s2
Notice Me,SZA,SOS,4fnNBPN9W6AoOYSQS3FJxT
I Hate U,SZA,SOS,2aJnyNu4PQxQ2lyj5boiMG
After Last Night (with Thundercat & Bootsy Collins),Bruno Mars,An Evening With Silk Sonic,3jiKUMXqwEodB7gVv1RMZU
I Been Drinking,Future,Trap Still Boomin' 2,7xEMzWZo71RZbrBki6ZraY
How (feat. Roddy Ricch),Ella Mai,Heart On My Sleeve,6w93UfN5MeXXQTrVIf5V6x
Break from Toronto,PARTYNEXTDOOR,PARTYNEXTDOOR,5fEB6ZmVkg63GZg9qO86jh
The Autograph,J. Cole,Friday Night Lights,58DM0MQw9eajfBVaNlte3k
Is She Gon Pop,J. Cole,Born Sinner (Deluxe Version),41a70FyJAwtb8yui5Ljnpi
Runaway,J. Cole,Born Sinner (Deluxe Version),3eZjDYBS6oVs1z5POqjX9f
Indonesian Fantasies,Sonder,Too Late To Die Young,3NktF1rRdORH8FH3p8wKp3
After Dark (feat. Static Major & Ty Dolla $ign),Drake,Scorpion,3mvYQKm8h6M5K5h0nVPY9S
Brand New,Drake,So Far Gone,4XTXamS1g4g93jPxyuFJJ6
How Bout Now,Drake,Care Package,4n4BflhWjCHIxrI4v7Xt9s
DUCKWORTH.,Kendrick Lamar,DAMN.,0y9uTzK9cNKSAEHnpeRG8C
Easy,Mac Ayres,Drive Slow,58dSdjfEYNSxte1aNVxuNf
When To Say When,Drake,Dark Lane Demo Tapes,5TCBWmEBrin7etRa4Lswr1
Time Flies,Drake,Dark Lane Demo Tapes,5H4mXWKcicuLKDn4Jy0sK7
Doves In The Wind (feat. Kendrick Lamar),SZA,Ctrl,593W4qZOwwdqF6YnimJjL6
Don't Run,PARTYNEXTDOOR,PARTYNEXTDOOR 3 (P3),4rKlOGw7Q0si6csx1Xq2IQ
Love 4 You,KYLE,Beautiful Loser,6XfuRhAH95nGaZwW9CL4UM
Take Care,Drake,Take Care (Deluxe),124NFj84ppZ5pAxTuVQYCQ
Fire & Desire,Drake,Views,4BhGTc3Cgay2U1QcTS7vQe
F*****g Fans,Drake,Certified Lover Boy,3RkNXZvOSMMElmmXztDc94
Section (feat. Kehlani),Ant Clemons,Section (feat. Kehlani),4yH6ia5y4gf7Nyvu9tOHkX
Made to Fall in Love,Daniel Caesar,Spotify Singles,36h1hoNVjKcsLUH2NzGmPj
False Prophets,J. Cole,False Prophets,0eneujAc4PxkdjP25Gsue1
SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),"Tyler, The Creator",CALL ME IF YOU GET LOST,3EG9FJ0ToLfgnc1IG2Z1wz
Hello?,Clairo,diary 001,7qwt4xUIqQWCu1DJf96g2k
Reply (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,Artist 2.0,1njRzdfGNUY2RZU0lVO787
Weston Road Flows,Drake,Views,4PA16FAl8LPmFmOhARawdV
Back of My Mind (feat. Ty Dolla $ign),H.E.R.,Back of My Mind,0NYEdeOOdXN6Nw2AeKecSJ
MUTUAL,Flozigg,Beige,7ssXkZztV1Fe60nO1pvTiK
Above And Beyond,Jhené Aiko,Chilombo (Deluxe),2p5QtNGyfnT5MhQex3WOte
Let Me Know,Brent Faiyaz,Fuck The World,0dJhXJKZTpiaxTUc7uItIN
She Don't (feat. Ty Dolla $Ign),Ella Mai,Time,01JPQ87UHeGysPVwTqMJHK
Recognize (feat. Drake),PARTYNEXTDOOR,PARTYNEXTDOOR TWO,1DMYEiuAgz1OKvANXiNFrN
Found (feat. Brent Faiyaz),Tems,If Orange Was A Place,7quB4D2OH6Q5WwzeEga1q5
Sandstorm (feat. JID),Mereba,The Jungle Is The Only Way Out,1NlWBpNYAnFT7gMGyC0Y1M
Come Through and Chill (feat. J. Cole & Salaam Remi),Miguel,War & Leisure,1m8WpLYXEiNVZchsWEcCSy
Heebiejeebies - Bonus,Aminé,Good For You,32xx0fAv3CIeGmNaWTHvEF
Photosynthesis,Saba,Bucket List Project,37Bkd2OPVmuvxrj7q7l0ne
Ex-Factor,Ms. Lauryn Hill,The Miseducation of Lauryn Hill,2VjXGuPVVxyhMgER3Uz2Fe
Les,Childish Gambino,Camp,7ghKr0pCYyPPyp7t1FH8k4
Too Deep for the Intro,J. Cole,Friday Night Lights,3v6oMGduetl7GA67POX9Dm
November 18th,Drake,So Far Gone,0JaVdpmiex2EP7bBzyKVTa
Love,Keyshia Cole,The Way It Is,0W4NhJhcqKCqEP2GIpDCDq
The Story of O.J.,JAY-Z,4:44,6JpN5w95em8SODPiM7W2PH
Slow Down,Alicia Keys,The Diary Of Alicia Keys,4EvZwWEf8kXXCEpFj8BSwp
P.Y.T. (Pretty Young Thing),Michael Jackson,Thriller,1CgmY8fVN7kstVDZmsdM5k
The Less I Know The Better,Tame Impala,Currents,6K4t31amVTZDgR3sKmwUJJ
Borderline,Tame Impala,The Slow Rush,5hM5arv9KDbCHS0k9uqwjr
"New Person, Same Old Mistakes",Tame Impala,Currents,52ojopYMUzeNcudsoz7O9D
Do I Wanna Know?,Arctic Monkeys,AM,5FVd6KXrgO9B3JPmC8OPst
